"Data Source","World Development Indicators",

"Last Updated Date","2021-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Haiti","HTI","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","5845645805.10989","5674252622.27167","6121813604.27742","6005940372.39015","5907001071.05502","6034698493.85148","5999951496.4751","5872891351.50036","6059744280.0501","6290738295.31219","6331700670.96197","6742018966.5237","6807895757.09555","7131633127.90573","7543833617.48381","7628532348.21906","8272291638.85115","8579040326.46983","9111701233.09359","9800584243.07341","10523346745.3473","10223146210.7114","9858819325.93888","9948355295.29611","9978291591.12599","10038523681.8428","9988581545.81327","9909307298.23316","9929168209.49356","9639889400.44488","9739963290.30508","9923127656.0323","9396216234.45216","8886349728.89355","7824375015.99546","8598808766.76754","8954865947.15656","9197069453.28759","9397734824.04524","9652436745.64682","9736418664.68205","9703874560.84488","9793586173.28385","10122590710.027","9997759780.27431","10359440139.3249","10540167022.1847","11127267580.4092","11403034356.9914","12122895414.81","11661585823.2282","12379266071.7394","12447744029.0789","12831758005.4701","13268265826.9375","13482802422.5256","13715049739.7191","14028593229.4587","14262565847.8728","14022671611.2262","13549581658.1937",
"Hungary","HUN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92011256913.9308","89191866063.6054","88678024126.9423","91291502557.2449","92651312744.4301","92727668359.0505","95642218651.3493","99372263643.2719","102424015561.338","107011783045.671","111371542205.075","116651982722.029","121416660935.602","127272408583.735","132673369639.58","138021450771.415","138355712640.943","139819916274.643","130452605289.135","131916516051.985","134471881165.37","132615331004.73","135082972930.623","140795565306.983","146173151085.081","149301250250.029","155746258233.436","164156103282.558","171775075702.853","163260617185.897",
"IBRD only","IBD","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2102535799788.66","2155734791227.36","2235469761717.17","2340710951785.72","2523744545443.81","2663856407989.73","2796449981939.7","2924106764398.8","3124596497549.69","3355431129167.66","3605773621968.01","3834166249371.92","4093845867500.71","4401516534857.3","4658025175368.64","4859411905310.17","5186105146799.4","5405023870453.94","5577968805289.62","5812744063434.68","6049004180911.46","6167742288119.16","6329950375732.6","6404131319694.95","6691901363272.23","6979473493642.22","7276570356131.77","7623960582147.8","7908428923050.45","8134773006664.84","8298181369606.55","8379294950838.55","8453273679693.42","8705461867079.69","8934442245988.36","9267859066659.85","9722484033172.35","10206715664782","10413150031178","10743105564405.5","11363505898080","11736244858135.7","12216436871075.9","12860017638485.2","13852262139034.7","14804943059968","15971162047535.2","17325843873070.7","18287438563464.9","18655680607009.6","20019096942601","21219671540968","22292024939142.4","23400222859371.4","24409143499385.6","25368457143600.8","26461441664341.4","27770419194713.8","29027372048180","30088371663952.1","29469332062005.6",
"IDA & IBRD total","IBT","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2360869098899.17","2416520873828.77","2511149729320.6","2630388761188.78","2826416452635.08","2980399446161.01","3114060999051.69","3228243818546.14","3438933672691.26","3700216680503.95","3990865903297.54","4245234389062.35","4509228238165.1","4833176597253.85","5123730527317.53","5317755365734.5","5670654780441.22","5911010974318.53","6084982708761.88","6338783794194.98","6592181676406.42","6701870098353.65","6859893975560.4","6924484034931.82","7218209404847.04","7526837632632.82","7839055813148.7","8204592670401.01","8514607867761.71","8756703013338.34","8944921450553.04","9035856182134.23","9121473232544","9378212971071.05","9611114437438.85","9967321298742.85","10455427906068.5","10964014470435.6","11194829409768.2","11548371075735.8","12200594139733.4","12612188498373.2","13142087472141.1","13833959884127.2","14891925795234.4","15909780344519.5","17145843169643.1","18576451784995.4","19604764711667.6","20042758879352.1","21493059682977.4","22761688812106.6","23906711387119.5","25110423684934.7","26219273925457.8","27249000195755","28401784102767.9","29793611233622.2","31142696973233.5","32281013825999.2","31646512475962.7",
"IDA total","IDA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","249296166242.382","251961405388.216","265952942803.181","279380982652.845","292629760557.221","306265194632.957","308306305707.183","297045227570.932","307836329796.606","337109989898.522","375442607546.524","400653256061.836","406549573361.211","423616058570.849","456328266230.466","451234411815.891","477410662190.524","498452669873.534","500715348104.567","519701487393.657","536997766470.746","529650646731.529","527327528071.426","519590304408.664","527589525570.585","548885342919.577","565129512198.606","584629063148.307","609766096338.741","625873501027.124","651088647919.527","661199192717.349","673290607798.941","676930663367.943","680120762596.405","702888423448.975","736482599856.805","760200631334.682","785249249725.402","808869001594.619","839849499479.695","879531638143.475","930279046609.583","978788037894.448","1044355603259.34","1109497555953.28","1178746148508.75","1253690114513.51","1320428722130.29","1392216424518.28","1478815100129.72","1546232136088.73","1618868279733.74","1715303856526.19","1816679123778.75","1887327341465.46","1946694862797.28","2029410540981.33","2121843950543.8","2199399405870.25","2185035945008.04",
"IDA blend","IDB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","101375004488.291","102678542885.527","107088369310.462","115506604882.524","121408549391.901","128144912483.789","127236523182.303","116064062215.049","118355757605.972","137967459358.124","163717558643.108","181726381904.402","189036964999.036","199738187300.557","217543205398.69","212528587296.332","226285608399.775","238134146162.81","235857523611.165","250126122118.697","263530025754.612","250817006008.748","247384660163.291","238652263585.908","242319641295.388","256996758910.959","263615721478.886","273013475158.196","289871739723.438","298242039834.859","318091331312.369","323756703176.497","333518228867.811","332076905253.503","334240264542.836","340307103831.294","356069604808.176","363576048046.195","373409637069.321","380779819358.26","395175133716.526","412725895881.887","443984394107.667","466854354250.557","502198309991.33","532005620783.799","562757462122.158","595090068407.6","620799952450.975","658495292312.664","700019005505.713","733674418374.64","767456236317.54","811410931233.284","859622402470.85","891718991971.57","904775013834.311","929379922437.575","961684107799.818","983861306947.962","973111077681.372",
"Indonesia","IDN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","60580597267.2392","64058314793.6084","65238254668.6196","63778855349.5244","66030056426.8482","66744230561.7269","68607293522.2791","69554350527.2296","77146332091.4747","82409484955.0241","88635220348.1984","94860955741.3727","101536931350.016","109765459425.779","118145693216.164","124026159828.575","132567301909.338","144181954870.16","153938848478.323","165213806159.438","181537058284.482","195927785588.603","200329196198.436","208728934024.014","223288878861.957","228786571622.488","242227885896.286","254159855613.23","268851562224.355","288898712661.288","309821137734.337","331235921596.565","352757997188.374","375674596363.267","404000352342.248","437209211196.907","471391045244.884","493545853299.545","428759443957.88","432151471748.063","453413616927.798","469933589927.666","491078136159.835","514553483744.125","540440020890.984","571204954434.658","602626663572.802","640863459320.349","679403088245.167","710851782010.38","755094160363.071","801681840622.493","850023661688.382","897261717986.534","942184637117.353","988128596686.365","1037861792572.64","1090479163407.98","1146903734500.75","1204457195676.25","1179530430084.12",
"IDA only","IDX","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","153828193472.302","155159389454.342","165595973912.033","169713707707.405","177163828829.528","183898303564.506","187607322540.925","189927546525.687","199491023279.881","206896044007.037","216496546673.001","221356710512.072","218218949448.515","223564393318.725","237543886204.99","238459892535.752","250322916163.3","258769561147.736","264594306521.432","267251920235.293","269124813074.882","277781367694.147","279586280739.287","281914703213.465","286263334928.739","291692368133.953","301524575745.034","311572404536.109","318409267320.765","325946607574.47","329481115076.514","333745560990.334","335340418546.684","340949825541.421","341868384626.115","359203399093.742","376946833463.273","393624014921.339","409052970850.263","425781530005.248","442305863857.427","464474405434.694","482841169070.083","508331965542.11","537853713548.438","573091638903.366","611591335942.906","654313212464.691","695789209133.496","729317120878.503","774067284792.039","807456181536.151","846134231265.015","898464150171.99","951283298981.101","989734013342.844","1037394022296.27","1096727717831.39","1157731804593.17","1214597848868.59","1211520613336.44",
"Isle of Man","IMN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","1178365966.13937","1183302412.91691","1409378709.0512","1548855712.77987","1732075377.16574","1850639628.88005","1928125481.08099","1959071757.89","1974744380.72953","2026087649.87948","2107131180.26287","2197737783.21245","2366963728.94133","2570522475.49516","2917543162.87542","3317246489.15394","3493060603.68463","3681685842.44496","3909950298.21869","4144547303.91771","4360063892.36922","4617307633.058","4972840261.35722","5345803292.39098","5607747707.21977","5725510424.31401","5920177688.50433","6038581205.69211","6479624521.44921","6747992332.26793","7095871789.32635","7068496028.90795","7559919889.41189","7774450737.09153","7946530864.96871","","",
"India","IND","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","148773240565.12","154311685268.911","158834757876.736","168355874365.044","180903353709.483","176135157184.686","176037703768.975","189814349385.377","196245125108.445","209078968136.596","219861650853.232","223473824717.617","222237341112.634","229561219659.359","232282292035.661","253535917382.898","257752482445.013","276451818260.547","292244217089.309","276935931059.835","295589841122.926","313343568872.088","324234555451.756","347867664947.465","361158776510.805","380135139299.924","398292538163.164","414086253764.644","453953579378.036","480951757294.595","507565004254.755","512929110762.338","541049915924.762","566753986666.965","604493704287.742","650281030594.288","699374141678.858","727697541481.731","772701383365.473","841052658954.873","873357417209.469","915487884378.979","950312817570.94","1025011030242.9","1106222004443.92","1193872737485.77","1290107626116.85","1388940385493.75","1431812781420.86","1544380310593.35","1675615335600.56","1763439613551.83","1859659734290.44","1978419583617.36","2125024977748.55","2294947367978.11","2484425233783.48","2653251454177.1","2826588080123.79","2940826169011.38","2706600821780.82",
"Not classified","INX","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","37647052490.4859","38953363050.6798","41481362515.7627","43439874747.2126","45290513200.1657","47852437241.1948","48519886110.3215","52504000586.8717","56277320649.156","58006743000.4046","59792961310.1604","61781206456.0905","63191960614.5764","63037581418.1869","65782473005.1744","67812266911.7409","67521806327.9164","70670409506.4396","74357577921.8383","78680667539.126","85342187618.7574","86988984567.1151","89897265431.0779","92317846834.9111","97631502907.6736","107037734161.809","114927377077.233","127585885426.354","138720788094.064","153295391825.361","167726182205.647","176632766944.418","187053656749.626","192666502324.487","205734169784.937","217536707591.805","228395699825.329","240543363198.506","229867009316.734","218201956365.841","222071182064.214","223406031770.572","223691561470.352","226435929392.534","246001002491.177","307935204590.781","314074694120.494","342747954707.595","371937726862.735","392636809570.82","406056411411.565",
"Iran, Islamic Rep.","IRN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","64880041824.7196","72305568846.7634","78515684295.0078","84215439920.8642","91974877783.1519","107813156152.779","119921722099.86","133865752100.912","153679089349.14","178725413882.981","198611775862.735","227234261601.648","260005461826.894","282247170613.709","300713975578.337","293713454529.577","344426990495.734","330543863274.699","284429147777.23","254658634160.521","185061556424.347","175497937110.332","222843313606.22","241999162675.326","220898746367.277","225620702925.412","202561377308.053","203791074330.928","192676667302.484","204289897917.937","232559854226.667","261389977103.165","268871958398.809","271636890958.778","267632882045.485","273745822652.91","287972724784.108","289407766374.955","295700078205.044","298463443687.526","315800883243.909","318496870518.178","341706221784.003","371475594994.477","387760877305.692","400129689618.888","420135354881.559","454400642918.215","455540536710.091","460129585831.772","486807615326.147","499687171631.319","462487675168.837","461590109284.616","482839035523.113","476462445364.325","540290510518.27","560579480599.307","526799119164.108","491059888626.26","499220291211.401",
